Reward,Throughput,Latancy,PRBs,Each_time,Totel_time
-5.324744899999999,353.98104,886.45553,27.383999999999997,0.04120802879333496,55.74991703033447
-5.323576299999999,354.10256,886.4601899999999,27.391,0.04038524627685547,55.79857158660889
-5.3304259,355.2624,888.30499,27.522,0.04191255569458008,55.849655628204346
-5.330624499999999,355.2628,888.32525,27.523,0.04002261161804199,55.898568630218506
-5.4359146,346.1572,889.74866,26.269000000000002,0.04065513610839844,55.94852566719055
-5.435804000000001,346.1568,889.7372,26.273,0.042203426361083984,55.9993531703949
-5.4959503000000005,348.61936000000003,898.21439,26.522,0.04042625427246094,56.05233860015869
-5.498901000000002,348.50023999999996,898.39034,26.508,0.040358781814575195,56.1010947227478
-5.6332286,344.41096,907.73382,26.077,0.039923667907714844,56.14935922622681
-5.633654,344.41056,907.7759599999999,26.077,0.04005837440490723,56.19804668426514
-5.733695400000001,346.70216,920.0717000000001,26.294999999999998,0.04213595390319824,56.24836254119873
-5.731551100000001,346.7008,919.85591,26.293,0.039932966232299805,56.297048568725586
-5.7908524,346.98112000000003,926.06636,26.31,0.04230523109436035,56.348159074783325
-5.789471099999999,347.10120000000006,926.04831,26.322,0.042055368423461914,56.39901113510132
-5.9414155,343.58936,937.73091,26.061,0.041144609451293945,56.4488480091095
-5.941445399999999,343.58935999999994,937.7339,26.065,0.040220022201538086,56.49695324897766
-6.0603926,343.13112,949.17038,25.963,0.03980684280395508,56.546075105667114
-6.060526699999999,343.13152,949.18419,25.96,0.04088306427001953,56.594836950302124
-6.097094599999999,349.39495999999997,959.1044199999999,26.543,0.08012819290161133,56.68341565132141
-6.0970426999999985,349.39376,959.0980299999999,26.545,0.04068112373352051,56.732487201690674
-6.2147848,343.61888,965.09736,26.045,0.04159855842590332,56.78382396697998
-6.4081392,336.01128000000006,976.8252,25.646,0.04080677032470703,56.83327913284302
-6.3855314,338.0699200000001,976.62306,25.844,0.04043698310852051,56.88195872306824
-6.3855314,338.0699200000001,976.62306,25.844,0.04065656661987305,56.930989503860474
-7.0384671999999995,309.61440000000005,1013.46112,22.87,0.03987765312194824,56.979586601257324
-7.0384671999999995,309.61440000000005,1013.46112,22.87,0.04085946083068848,57.029083490371704
-7.5374934,306.49544000000003,1060.24478,22.287,0.04074454307556152,57.079917907714844
-7.5374934,306.49544000000003,1060.24478,22.287,0.04123568534851074,57.13003349304199
-7.8994548999999985,315.2384,1105.1838899999998,23.45,0.04143834114074707,57.17967128753662
-7.8994548999999985,315.2384,1105.1838899999998,23.45,0.0424351692199707,57.230310678482056
-8.3941306,310.57896,1149.99202,23.205,0.04109358787536621,57.27963089942932
-8.3941306,310.57896,1149.99202,23.205,0.040290117263793945,57.32863187789917
-8.833099,310.33184,1193.64174,23.130000000000003,0.04199647903442383,57.37887668609619
-8.833099,310.33184,1193.64174,23.130000000000003,0.040647029876708984,57.428343057632446
-9.267009299999998,310.79632000000004,1237.49725,23.169999999999998,0.040558576583862305,57.47759556770325
-9.267009299999998,310.79632000000004,1237.49725,23.169999999999998,0.0403444766998291,57.5268657207489
-9.7069148,310.62023999999997,1281.31172,23.122,0.0416719913482666,57.57775855064392
-9.7069148,310.62023999999997,1281.31172,23.122,0.04199814796447754,57.627835512161255
-10.260369699999998,303.8296,1329.86657,22.392,0.0416867733001709,57.67841076850891
-10.260369699999998,303.8296,1329.86657,22.392,0.04160141944885254,57.727882385253906
-10.6998921,312.06176,1382.05097,22.939,0.040762901306152344,57.777432680130005
-10.6998921,312.06176,1382.05097,22.939,0.04238486289978027,57.82834458351135
-11.1289037,321.512,1434.40237,24.186,0.042890071868896484,57.87998294830322
-11.1289037,321.512,1434.40237,24.186,0.04151606559753418,57.93104124069214
-11.659129900000002,320.68712,1486.60011,24.108999999999998,0.04181241989135742,57.980713844299316
-11.659129900000002,320.68712,1486.60011,24.108999999999998,0.043702125549316406,58.0328369140625
-12.1619809,322.18368,1538.38177,24.198,0.04189729690551758,58.08583426475525
-12.572488199999999,322.48519999999996,1579.7340199999999,24.162999999999997,0.04222726821899414,58.13645076751709
-12.661705999999999,322.50559999999996,1588.6761999999999,24.162999999999997,0.04303908348083496,58.18743562698364
-13.1017187,322.39239999999995,1632.56427,24.122,0.04191875457763672,58.23750710487366
-13.190465300000003,322.39248,1641.43901,24.122,0.042391300201416016,58.288408279418945
-13.646722500000003,321.96696000000003,1686.63921,23.874,0.04247927665710449,58.33967304229736
-13.787030399999999,317.47112000000004,1696.17416,23.45,0.04334592819213867,58.39153003692627
-14.217433000000003,317.57255999999995,1739.3158600000002,23.3,0.04248785972595215,58.44266867637634
-14.445066400000002,312.77008,1757.27672,22.848999999999997,0.043322086334228516,58.49378538131714
-14.870201000000002,313.27896,1800.29906,23.288999999999998,0.042572975158691406,58.54525947570801
-14.870259700000002,322.57728000000003,1809.6032500000001,24.164,0.04198336601257324,58.59743118286133
-15.306909300000001,322.61271999999997,1853.30365,24.173000000000002,0.04288029670715332,58.648993730545044
-15.395520600000001,322.61271999999997,1862.16478,24.173,0.042173147201538086,58.69978213310242
-15.4647462,322.12544,1868.60006,24.121,0.0427703857421875,58.75042533874512
-15.571464200000001,321.0016,1878.14802,24.015,0.042481184005737305,58.80137276649475
-15.5466811,321.07424000000003,1875.7423500000002,24.057999999999996,0.042150259017944336,58.851970195770264
-15.642438400000003,321.05328000000003,1885.2971200000002,24.058,0.04360818862915039,58.904266119003296
-15.5960559,321.30639999999994,1880.9119899999998,23.812999999999995,0.042749881744384766,58.95497465133667
